run_name,run_dir,project.run_name,project.output_dir,project.seed,project.device,project.num_workers,project.save_features,project.save_models,project.save_plots,project.run_dir_mode,project.reuse_existing_run,dataset.name,dataset.root,dataset.download,dataset.fixed_subset,dataset.split_dir,dataset.regenerate_subset,dataset.train_size,dataset.test_size,dataset.train_batch_size,dataset.eval_batch_size,dataset.normalize,dataset.mean,dataset.std,dataset.augment_train,dataset.random_crop_padding,dataset.random_horizontal_flip,dataset.random_affine_degrees,dataset.random_translate,dataset.pin_memory,feature.kind,feature.scale_before_cluster,feature.pca.n_components,feature.pca.whiten,feature.ae.model_type,feature.ae.latent_dim,feature.ae.hidden_dims,feature.ae.lr,feature.ae.weight_decay,feature.ae.epochs,feature.ae.loss,feature.cnn.arch,feature.cnn.channels,feature.cnn.embedding_dim,feature.cnn.dropout,feature.cnn.use_batchnorm,feature.cnn.training_type,feature.cnn.lr,feature.cnn.weight_decay,feature.cnn.epochs,feature.cnn.optimizer,clustering.method,clustering.n_clusters,clustering.kmeans.n_init,clustering.kmeans.max_iter,clustering.gmm.covariance_type,clustering.gmm.n_init,clustering.gmm.reg_covar,clustering.gmm.max_iter,evaluation.silhouette_sample_size,visualization.dataset_overview.enabled,visualization.dataset_overview.shared,visualization.dataset_overview.output_dir,visualization.dataset_overview.sample_count,visualization.dataset_overview.cols,visualization.feature_pca2.enabled,visualization.feature_pca2.splits,visualization.max_points_2d,visualization.cluster_samples_per_cluster,visualization.max_clusters_to_plot,visualization.mapped_class_grid.enabled,visualization.mapped_class_grid.split,visualization.mapped_class_grid.samples_per_class,visualization.mapped_class_grid.cols,visualization.tsne.enabled,visualization.tsne.sample_size,visualization.tsne.perplexity,batch.auto_compare,batch.continue_on_error,ARI,NMI,purity,silhouette,train_ARI,train_NMI,train_purity,train_silhouette,feature.foundation.provider,feature.foundation.model,feature.foundation.input_size
kmnist_ae16_e3_kmeans,outputs\runs\kmnist_ae16_e3_kmeans,kmnist_ae16_e3_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,mlp,16,"[256, 64]",0.001,0.0,3,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.09907778947183557,0.22119446588847014,0.329,0.18677392601966858,0.21383233209755,0.34133788716529523,0.45866666666666667,0.19290150701999664,,,
kmnist_pca100_kmeans,outputs\runs\kmnist_pca100_kmeans,kmnist_pca100_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,100,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.09304433764125232,0.20548180954171621,0.304,-0.018840858712792397,0.17972205780291128,0.3121951672099951,0.4111666666666667,-0.008445270359516144,,,
kmnist_ae16_e15_kmeans,outputs\runs\kmnist_ae16_e15_kmeans,kmnist_ae16_e15_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,mlp,16,"[256, 64]",0.001,0.0,15,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.08782958653275179,0.21046990344931238,0.312,0.12078158557415009,0.18274812759095557,0.315122896614385,0.423,0.1288057267665863,,,
kmnist_ae8_e5_kmeans,outputs\runs\kmnist_ae8_e5_kmeans,kmnist_ae8_e5_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,mlp,8,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.0844495236953764,0.2269243328386868,0.31766666666666665,0.17603875696659088,0.18906447887245575,0.35109028869250264,0.41883333333333334,0.19176577031612396,,,
kmnist_pca2_kmeans,outputs\runs\kmnist_pca2_kmeans,kmnist_pca2_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,2,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.08443871004251241,0.18846326904815827,0.27066666666666667,0.333315372467041,0.1267178718338576,0.2414526207272184,0.31633333333333336,0.33793240785598755,,,
kmnist_ae16_e10_kmeans,outputs\runs\kmnist_ae16_e10_kmeans,kmnist_ae16_e10_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,mlp,16,"[256, 64]",0.001,0.0,10,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.07907489941877807,0.20331614690786196,0.296,0.12940755486488342,0.17612057899753986,0.3086749523275146,0.4131666666666667,0.13582879304885864,,,
cifar10_pca100_kmeans,outputs\runs\cifar10_pca100_kmeans,cifar10_pca100_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,,,,,,True,pca,True,100,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,,,128,,,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,True,1500,30,True,True,0.06617793444265972,0.1320228731036653,0.25766666666666665,-0.04827322065830231,0.06198844414287143,0.12288450395517884,0.24816666666666667,-0.03168907389044762,,,
cifar10_pca20_kmeans,outputs\runs\cifar10_pca20_kmeans,cifar10_pca20_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,20,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.06454336833578984,0.12834379489976505,0.25533333333333336,0.029595138505101204,0.05561413137897523,0.10808975929705368,0.24283333333333335,0.030941592529416084,,,
cifar10_pca200_kmeans,outputs\runs\cifar10_pca200_kmeans,cifar10_pca200_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,200,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.06444852091671535,0.12849378473032497,0.25933333333333336,-0.03882337361574173,0.057540536953660355,0.11110308243780796,0.24491666666666667,-0.027182715013623238,,,
cifar10_pca10_kmeans,outputs\runs\cifar10_pca10_kmeans,cifar10_pca10_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,10,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.06118560849362259,0.11731156624753737,0.24933333333333332,0.06295359879732132,0.056155487684908655,0.10580551490671536,0.24916666666666668,0.06206701695919037,,,
kmnist_pca300_kmeans,outputs\runs\kmnist_pca300_kmeans,kmnist_pca300_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,300,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05906225268899522,0.1423961420023278,0.23933333333333334,-0.0327034555375576,0.08940731437576929,0.19082592385825548,0.28933333333333333,-0.017936447635293007,,,
cifar10_pca50_kmeans,outputs\runs\cifar10_pca50_kmeans,cifar10_pca50_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,50,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05890238668572738,0.1250928199743115,0.242,-0.03556642308831215,0.054600435915865594,0.11062754648081158,0.23608333333333334,-0.021144753322005272,,,
cifar10_ae64_kmeans,outputs\runs\cifar10_ae64_kmeans,cifar10_ae64_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,,,,,,True,ae,True,50,False,conv,64,"[256, 64]",0.001,0.0,8,mse,,,128,,,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,True,1500,30,True,True,0.0548206307330578,0.11298263309399335,0.257,0.05348993465304375,0.04755528128708624,0.09849746922459286,0.23391666666666666,0.051513105630874634,,,
cifar10_ae32_e8_kmeans,outputs\runs\cifar10_ae32_e8_kmeans,cifar10_ae32_e8_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,32,"[256, 64]",0.001,0.0,8,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05413724055207396,0.10834582974506259,0.255,0.07021269202232361,0.047058167874591064,0.0956002698945031,0.23558333333333334,0.06593810766935349,,,
cifar10_ae64_e10_kmeans,outputs\runs\cifar10_ae64_e10_kmeans,cifar10_ae64_e10_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,64,"[256, 64]",0.001,0.0,10,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.0535714460757875,0.11251577970665916,0.25233333333333335,0.0505688413977623,0.04689540415232729,0.09755352932711298,0.23316666666666666,0.04775569960474968,,,
cifar10_ae256_e8_kmeans,outputs\runs\cifar10_ae256_e8_kmeans,cifar10_ae256_e8_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,256,"[256, 64]",0.001,0.0,8,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05336704118674495,0.10622411307352518,0.25366666666666665,0.03490796685218811,0.047376663622202865,0.09395357250648784,0.233,0.03394561633467674,,,
cifar10_ae64_e5_kmeans,outputs\runs\cifar10_ae64_e5_kmeans,cifar10_ae64_e5_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,64,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05329476728460282,0.11118353219607087,0.255,0.059347182512283325,0.046717912036551165,0.0968571918720994,0.23516666666666666,0.05481262132525444,,,
kmnist_pca200_kmeans,outputs\runs\kmnist_pca200_kmeans,kmnist_pca200_kmeans,outputs,42,auto,0,True,True,True,name,True,KMNIST,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,200,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.052346530533025674,0.1465076956825333,0.24933333333333332,-0.005902785342186689,0.09970624719068796,0.22640390595197285,0.3165833333333333,-0.027675090357661247,,,
cifar10_ae512_e8_kmeans,outputs\runs\cifar10_ae512_e8_kmeans,cifar10_ae512_e8_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,512,"[256, 64]",0.001,0.0,8,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05168996794964688,0.10533546644758074,0.24533333333333332,0.03292042389512062,0.046771235834735546,0.09323209167653404,0.23133333333333334,0.03218381479382515,,,
cifar10_ae128_e8_kmeans,outputs\runs\cifar10_ae128_e8_kmeans,cifar10_ae128_e8_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,128,"[256, 64]",0.001,0.0,8,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05134914819189483,0.10557915551513926,0.25066666666666665,0.04415047541260719,0.04592931213366565,0.09404813354889009,0.23241666666666666,0.04270785674452782,,,
cifar10_ae64_e15_kmeans,outputs\runs\cifar10_ae64_e15_kmeans,cifar10_ae64_e15_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,64,"[256, 64]",0.001,0.0,15,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.05129170188346919,0.10732696774162585,0.25066666666666665,0.04598033055663109,0.046681298120935084,0.0958714011796214,0.2355,0.04007622227072716,,,
cifar10_pca300_kmeans,outputs\runs\cifar10_pca300_kmeans,cifar10_pca300_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,300,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.049190853555698244,0.10455010004881694,0.216,-0.054035454988479614,0.047012663495684025,0.09159999816403336,0.2175,-0.027834109961986542,,,
cifar10_ae64_e3_kmeans,outputs\runs\cifar10_ae64_e3_kmeans,cifar10_ae64_e3_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,64,"[256, 64]",0.001,0.0,3,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.04889195954057207,0.10272926709612046,0.24933333333333332,0.06794436275959015,0.044879748841402854,0.09302394796037229,0.23416666666666666,0.0627153068780899,,,
cifar10_ae8_e8_kmeans,outputs\runs\cifar10_ae8_e8_kmeans,cifar10_ae8_e8_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,8,"[256, 64]",0.001,0.0,8,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.04388960296291838,0.09546701523166724,0.22766666666666666,0.12141319364309311,0.043487388817380714,0.0927363876778581,0.22508333333333333,0.12115832418203354,,,
cifar10_ae16_e8_kmeans,outputs\runs\cifar10_ae16_e8_kmeans,cifar10_ae16_e8_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,16,"[256, 64]",0.001,0.0,8,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.04322093354953082,0.09697159672798764,0.241,0.0937526747584343,0.04266366850603531,0.09290576851494278,0.22833333333333333,0.0865461602807045,,,
cifar10_ae4_e8_kmeans,outputs\runs\cifar10_ae4_e8_kmeans,cifar10_ae4_e8_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,ae,True,50,False,conv,4,"[256, 64]",0.001,0.0,8,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.0418294069208349,0.0898816122802234,0.24466666666666667,0.18197904527187347,0.03961190907511201,0.08001499777698554,0.23075,0.18473884463310242,,,
cifar10_pca2_kmeans,outputs\runs\cifar10_pca2_kmeans,cifar10_pca2_kmeans,outputs,42,auto,0,True,True,True,name,True,CIFAR10,data,True,True,splits,False,12000,3000,128,256,False,,,False,0.0,False,0.0,0.0,True,pca,True,2,False,mlp,16,"[256, 64]",0.001,0.0,5,mse,small_cnn,"[32, 64, 128]",128,0.0,True,supervised_classifier,0.001,0.0,5,adam,kmeans,10,50,500,diag,3,1e-06,300,2000,True,True,outputs/shared_dataset_views,40,10,True,"['train', 'test']",2000,12,10,True,test,40,10,False,1500,30,True,True,0.02770723141634169,0.06675742297248868,0.20733333333333334,0.3280702531337738,0.029725751745561267,0.06609584636322301,0.20116666666666666,0.3259093761444092,,,
